checkId,name,category,psSourceFile:line,psCallsNearby,graphEndpointsNearby,keepDrop,saasEndpointOrPortal,requiredAppRole
SPO-LOOP-001,Loop Components Enabled,LOOP,Collaboration/Get-SharePointSecurityConfig.ps1:252,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-LOOP-002,OneDrive Loop Sharing,LOOP,Collaboration/Get-SharePointSecurityConfig.ps1:289,Invoke-MgGraphRequest,'/v1.0/policies/activityBasedTimeoutPolicies',Keep — Graph exists,'/v1.0/policies/activityBasedTimeoutPolicies',TBD Graph
SPO-MALWARE-002,Ensure Office 365 SharePoint infected files are disallowed for download,MALWARE,Collaboration/Get-SharePointSecurityConfig.ps1:651,Get-SPOTenant,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-OD-001,Ensure OneDrive content sharing is restricted,OD,Collaboration/Get-SharePointSecurityConfig.ps1:616,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-SCRIPT-001,Ensure custom script execution is restricted on personal sites,SCRIPT,Collaboration/Get-SharePointSecurityConfig.ps1:707,Get-SPOTenant; Get-SPOSite,,"Drop — PS-only, Skipped(not_implemented)",Portal: SharePoint/Teams admin,— (portal remediation)
SPO-SCRIPT-002,Ensure custom script execution is restricted on site collections,SCRIPT,Collaboration/Get-SharePointSecurityConfig.ps1:729,Get-SPOTenant,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-SESSION-001,Ensure 'Idle session timeout' is set to '3 hours (or less)' for unmanaged devices,SESSION,Collaboration/Get-SharePointSecurityConfig.ps1:317,Invoke-MgGraphRequest,'/v1.0/policies/activityBasedTimeoutPolicies',Keep — Graph exists,'/v1.0/policies/activityBasedTimeoutPolicies',TBD Graph
SPO-SHARING-005,Ensure guest access to a site or OneDrive will expire automatically,SHARING,Collaboration/Get-SharePointSecurityConfig.ps1:398,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-SHARING-006,Ensure reauthentication with verification code is restricted,SHARING,Collaboration/Get-SharePointSecurityConfig.ps1:439,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-SHARING-007,Ensure the SharePoint default sharing link permission is set,SHARING,Collaboration/Get-SharePointSecurityConfig.ps1:490,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-SHARING-008,Ensure external sharing is restricted by security group,SHARING,Collaboration/Get-SharePointSecurityConfig.ps1:685,Get-SPOTenant; Get-SPOSite,,"Drop — PS-only, Skipped(not_implemented)",Portal: SharePoint/Teams admin,— (portal remediation)
SPO-SITE-001,Site sharing level within tenant policy,SITE,Collaboration/Get-SharePointSecurityConfig.ps1:741,Get-SPOTenant,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-SITE-002,Sensitive sites have restricted external sharing,SITE,Collaboration/Get-SharePointSecurityConfig.ps1:802,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-SITE-003,Site collection administrator visibility,SITE,Collaboration/Get-SharePointSecurityConfig.ps1:872,Get-SPOSite; Get-SPOSiteAdministrator,,"Drop — PS-only, Skipped(not_implemented)",Portal: SharePoint/Teams admin,— (portal remediation)
SPO-SWAY-001,Ensure that Sways cannot be shared with people outside of your organization,SWAY,,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-SYNC-002,Mac Sync App Enabled,SYNC,Collaboration/Get-SharePointSecurityConfig.ps1:232,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-VERSIONING-001,Version history configuration,VERSIONING,Collaboration/Get-SharePointSecurityConfig.ps1:967,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
TEAMS-APPS-002,Ensure app permission policies are configured,APPS,Collaboration/Get-TeamsSecurityConfig.ps1:450,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-CLIENT-001,Ensure external file sharing in Teams is enabled for only approved cloud storage services,CLIENT,Collaboration/Get-TeamsSecurityConfig.ps1:174,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-CLIENT-002,Ensure users can't send emails to a channel email address,CLIENT,Collaboration/Get-TeamsSecurityConfig.ps1:187,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-EXTACCESS-001,Ensure communication with unmanaged Teams users is disabled,EXTACCESS,Collaboration/Get-TeamsSecurityConfig.ps1:143,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
TEAMS-EXTACCESS-002,Ensure external Teams users cannot initiate conversations,EXTACCESS,Collaboration/Get-TeamsSecurityConfig.ps1:154,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
TEAMS-EXTACCESS-003,Ensure external domains are restricted in the Teams admin center,EXTACCESS,Collaboration/Get-TeamsSecurityConfig.ps1:202,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-EXTACCESS-004,Ensure communication with Skype users is disabled,EXTACCESS,Collaboration/Get-TeamsSecurityConfig.ps1:215,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-MEETING-001,Ensure anonymous users can't join a meeting,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:269,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
TEAMS-MEETING-002,Ensure anonymous users and dial-in callers can't start a meeting,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:282,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
TEAMS-MEETING-003,Ensure only people in my org can bypass the lobby,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:296,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-MEETING-004,Ensure users dialing in can't bypass the lobby,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:309,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-MEETING-005,Ensure external participants can't give or request control,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:322,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-MEETING-006,Ensure meeting chat does not allow anonymous users,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:336,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-MEETING-007,Ensure only organizers and co-organizers can present,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:350,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-MEETING-008,Ensure external meeting chat is off,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:363,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-MEETING-009,Ensure meeting recording is off by default,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:376,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
TEAMS-REPORTING-001,Ensure users can report security concerns in Teams,REPORTING,Collaboration/Get-TeamsSecurityConfig.ps1:464,,,Keep — Graph exists (Sites/Teams),Graph /teamwork,TeamSettings.Read.All
