checkId,name,category,psSourceFile:line,psCallsNearby,graphEndpointsNearby,keepDrop,saasEndpointOrPortal,requiredAppRole
TEAMS-EXTACCESS-002,Ensure external Teams users cannot initiate conversations,EXTACCESS,Collaboration/Get-TeamsSecurityConfig.ps1:154,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
TEAMS-EXTACCESS-003,Ensure external domains are restricted in the Teams admin center,EXTACCESS,Collaboration/Get-TeamsSecurityConfig.ps1:202,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
TEAMS-EXTACCESS-004,Ensure communication with Skype users is disabled,EXTACCESS,Collaboration/Get-TeamsSecurityConfig.ps1:215,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
TEAMS-MEETING-001,Ensure anonymous users can't join a meeting,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:269,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
TEAMS-MEETING-002,Ensure anonymous users and dial-in callers can't start a meeting,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:282,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
TEAMS-MEETING-003,Ensure only people in my org can bypass the lobby,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:296,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
TEAMS-MEETING-004,Ensure users dialing in can't bypass the lobby,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:309,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
TEAMS-MEETING-005,Ensure external participants can't give or request control,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:322,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
TEAMS-MEETING-006,Ensure meeting chat does not allow anonymous users,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:336,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
TEAMS-MEETING-007,Ensure only organizers and co-organizers can present,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:350,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
TEAMS-MEETING-008,Ensure external meeting chat is off,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:363,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
TEAMS-MEETING-009,Ensure meeting recording is off by default,MEETING,Collaboration/Get-TeamsSecurityConfig.ps1:376,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
TEAMS-REPORTING-001,Ensure users can report security concerns in Teams,REPORTING,Collaboration/Get-TeamsSecurityConfig.ps1:464,,,TBD — no PS source found (registry only),Check registry frameworks mapping,TBD
